filename,title,url,one_word_with_numbers,type
210520-N-ZF834-1001.JPG,"Tony Kang, NSWC Crane",https://www.navsea.navy.mil/media/images?igphoto=2002674930,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
220126-N-XQ513-052.JPG,Willie Crank,https://www.navsea.navy.mil/media/images?igphoto=2002934651,False,"4. Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned."
230425-N-XQ513-8236.JPG,Emerson Bonga,https://www.navsea.navy.mil/media/images?igphoto=2003221287,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
240328-N-GD259-0013.JPG,"Members of 'The Band of Sisters' address workplace culture, gender bias during PSNS & IMF panel",https://www.navsea.navy.mil/media/images?igphoto=2003435657,False,Other
151007-N-DI674-004.JPG,Isha Renta - Guest Speaker Dances at Hispanic Heritage Event,https://www.navsea.navy.mil/media/images?igphoto=2001308064,False,Explicit heritage and DEI events
171011-N-XQ823-006.JPG,Secretary of state visits NUWC Newport,https://www.navsea.navy.mil/media/images?igphoto=2001826734,False,Other
180214-N-TS560-001.JPG,CDSA Dam Neck,https://www.navsea.navy.mil/media/images?igphoto=2001879013,False,Other
191025-N-XX785-006.JPG,NNSY Disability Awareness Committee ERG Shines a Light on Invisible Disabilities,https://www.navsea.navy.mil/media/images?igphoto=2002226280,False,Other
191101-N-UX606-1001.JPG,"Elvis Acosta, Performance Assessment Technical Department Head",https://www.navsea.navy.mil/media/images?igphoto=2002502038,False,Other
210224-N-DE005-001.JPG,Candaice Deloach,https://www.navsea.navy.mil/media/images?igphoto=2002588258,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
210512-O-XQ479-961.JPG,NSWCPD Asian American Pacific Islander Heritage Month Observance Speaker Focuses on Purpose-Driven Service,https://www.navsea.navy.mil/media/images?igphoto=2002744466,False,Explicit heritage and DEI events
230510-O-YX827-802.JPG,NSWC Philadelphia Division Highlights Contract Specialist during Asian American Pacific Islanders (AAPI) Heritage Month,https://www.navsea.navy.mil/media/images?igphoto=2003224669,False,Explicit heritage and DEI events
230217-N-XQ823-1009.JPG,Historian shares Newport’s African American heritage as part of NUWC Division Newport’s Black History Month celebration,https://www.navsea.navy.mil/media/images?igphoto=2003169783,False,Explicit heritage and DEI events
