filename,title,url,one_word_with_numbers,type
231124-N-EZ002-1001.JPG,USN SEAL (Ret) Sol Atkinson as parade Grand Marshal,NULL,False,Other
211024-A-A4458-1001.JPG,VOICE,https://www.amlc.army.mil/news/photogallery?igphoto=2002880276,False,Other
210326-A-BL065-1010.JPG,WHO,https://www.amlc.army.mil/news/photogallery?igphoto=2002610103,False,Other
200824-A-ZZ999-0001.JPG,Womens Equality Day,https://www.amlc.army.mil/news/photogallery?igphoto=2002482998,False,Explicit heritage and DEI events
221107-A-NT929-1001.PNG,NNAHM Banner,NULL,False,Explicit heritage and DEI events
220601-A-EV437-1000.PNG,June Pride Rotator Graphic,NULL,False,Explicit heritage and DEI events
220209-A-NT929-1001.PNG,BHM Rotator,NULL,False,Explicit heritage and DEI events
230501-A-NT929-1001.PNG,AA Heritage Month Banner,NULL,False,Explicit heritage and DEI events
210907-A-ED846-1001.JPG,#NHHM,https://www.ncolcoe.army.mil/news/photos?igphoto=2002848159,False,Other
210205-F-XX123-1001.JPG,Chief Joseph Wheeler and Family,NULL,False,Other
210205-F-XX123-1003.JPG,Chief Joseph Wheeler,NULL,False,Other
DRAS DD2930 PIA FORM - SECTION 1.PDF,Defense Retiree and Annuitant System (DRAS),NULL,False,Other
201119-D-PA656-0003.JPG,USAF Comments,NULL,False,Other
201119-D-PA656-0001.JPG,Original Posts Side By Side,NULL,False,Other
240305-N-JF993-1589.JPG,NSCS hosts Women's History Month Panel,NULL,False,Explicit heritage and DEI events
210219-Z-CL664-0987.JPG,Chief Master Sergeant Carla Hampton,https://www.moguard.ngb.mil/sitemanagement/photos?igphoto=2002585694,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
200502-Z-SP486-1800.JPG,"Mary Lohnes, on patrol during a winter exercise while an Active Guard Reservist with Nebraska Army National Guard.",https://www.moguard.ngb.mil/sitemanagement/photos?igphoto=2002526737,False,Other
200502-Z-SP486-1801.JPG,"Air Force Master Sgt. Mary Lohnes Dressed in traditional Native American Regalia to attend a Wacipi in Cannon Ball, N.D. while on leave from the U.S. Army.",https://www.moguard.ngb.mil/sitemanagement/photos?igphoto=2002526736,False,Everyday celebrations of heritage or ethnicity
200502-Z-SP486-1803.JPG,"Mary Lohnes at 18, wearing traditional Native American Regalia, prior to joining the Army",https://www.moguard.ngb.mil/sitemanagement/photos?igphoto=2002526738,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
201004-Z-XI378-1001.JPG,Captain Marian Orahood,NULL,False,Other
210316-Z-MW427-0004.JPG,Alaska Army National Guard Infantrywoman makes history,https://ak.ng.mil/media/photos?igphoto=2002606066,False,Other
230210-N-N0301-4002.JPG,About Develop the Force,NULL,False,Other
210216-N-CW570-002.PNG,CNR Message on Black History Month 2021,NULL,False,Explicit heritage and DEI events
210301-N-NO301-002.PNG,CNR Women's History Month,NULL,False,Explicit heritage and DEI events
240326-N-N0783-1001.JPG,VFA-213 Pilots and a Weapons Systems Officer participate in FAA Virtual Women’s History Month Celebration,https://www.usff.navy.mil/pressroom/photogallery?igphoto=2003424373,False,Explicit heritage and DEI events
210607-F-F3965-1003.JPG,"How I survived ‘Don’t Ask, Don’t Tell’ and thrived beyond it",https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2002738932,False,Other
210802-F-FIO23-1003.JPG,"Pride: Joint Base Anacostia-Bolling sees strength in commitment to diversity, inclusion",https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2002819822,False,Explicit heritage and DEI events
220325-F-JY834-1001.JPG,Joint Base Anacostia-Bolling’s first all-female command team: You are our future,https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2002963695,False,Other
241107-F-OU359-010.JPG,Her compass always points home,https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2003584532,False,Other
241017-F-OU359-086.JPG,From loss to legacy,https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2003583857,False,Other
240228-F-OU359-019.JPG,"Air Force leader reflects on family, life and the value of hard work",https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2003402735,False,Other
240529-F-OU359-0211.JPG,JBAB Celebrates AANHPI month with food tasting,https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2003493532,False,Explicit heritage and DEI events
240528-F-WF398-1196.PNG,"A portrait shows U.S. Air Force Capt. Peter E. Mask, (now Lt. Col. Mask) and his mother, Lisa Chunsil Mask posing with former U.S. President Barack Obama in the East Room of the White House. Mask, commander of the U.S. Air Force Honor Guard at Joint Base Anacostia-Bolling, Washington, D.C., provided the photo on May 30, 2024, and shared how his mother’s perseverance made a positive impact on his life in recognition of Asian American, Native Hawaiian and Pacific Islander Heritage Month. (Courtesy photo)",https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2003476918,False,Explicit heritage and DEI events
240229-F-OU359-020.JPG,JBAB Commander signs proclamation acknowledging 37 years of women’s History Month,https://jbab-demo.joint.afpims.mil/news/photos?igphoto=2003494103,False,Explicit heritage and DEI events
220921-A-JF826-1005.JPG,A warrior’s story of perseverance is never finished,https://www.arsouth.army.mil/media/photos?igphoto=2003084061,False,Other
