filename,title,url,one_word_with_numbers,type
160518-M-GB581-006.JPG,"Military leaders discuss technology, maritime tactics at Sea, Air, Space Expo",https://www.marines.mil/photos?igphoto=2001541793,False,Other
161006-M-UY543-1010.JPG,"New York, New Hampshire recruits among first with Marine Corps infantry contracts",https://www.marines.mil/photos?igphoto=2001679078,False,Other
210304-M-HX988-0001.JPG,Lasting Legacy,https://www.marines.mil/photos?igphoto=2002605273,False,Other
230213-M-KL119-1529.JPG,Tyshaa Kelman,https://www.marines.mil/photos?igphoto=2003168040,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
160127-M-GB581-007.JPG,SECNAV visits Marine officer training at Quantico,https://www.marines.mil/photos?igphoto=2001339371,False,Other
160609-M-VA277-059.JPG,Marine commanders prepare for integration,https://www.marines.mil/photos?igphoto=2001553060,False,Other
130319-M-XW721-022.JPG,"Female aviators spread wings in past, present, future",https://www.marines.mil/photos?igphoto=2001026710,False,Everyday celebrations of heritage or ethnicity
160318-M-XX000-023.JPG,"The fewer, the proud: female Marines",https://www.marines.mil/photos?igphoto=2001481885,False,Everyday celebrations of heritage or ethnicity
220329-M-LR229-0001.JPG,Long History,https://www.marines.mil/photos?igphoto=2002965013,False,Other
100512-N-00000-038.JPG,Asian-Pacific Islander Heritage Month,https://www.marines.mil/photos?igphoto=2002294014,False,Explicit heritage and DEI events
140325-M-LB020-001.JPG,Women's History Month aboard Marine Corps Air Station Miramar,https://www.marines.mil/photos?igphoto=2002967524,False,Explicit heritage and DEI events
220325-M-RM446-1030.JPG,Graduation,https://www.marines.mil/photos?igphoto=2002963705,False,Other
150521-M-ZZ999-210.JPG,"Installation personnel pause to honor Asian, Pacific Islander heritage",https://www.marines.mil/photos?igphoto=2001049509,False,Explicit heritage and DEI events
130318-M-XW721-002.JPG,Marines honor women’s history for morning colors,https://www.marines.mil/photos?igphoto=2000011531,False,Everyday celebrations of heritage or ethnicity
160304-M-DP373-097.JPG,Women celebrate 73 years of service to Marine Corps,https://www.marines.mil/photos?igphoto=2001479775,False,Everyday celebrations of heritage or ethnicity
210331-M-MI724-1001.JPG,Women's History Month,https://www.marines.mil/photos?igphoto=2002611762,False,Explicit heritage and DEI events
140303-M-ZR240-000.JPG,First Female Marines Graduate Infantry Training,https://www.marines.mil/photos?igphoto=2000782847,False,Other
200131-M-QJ390-449.JPG,Marine Corps Observes African American / Black History Month,https://www.marines.mil/photos?igphoto=2002242370,False,Explicit heritage and DEI events
150326-M-MC000-002.JPG,A story to tell: MCSC celebrates Women’s History Month,https://www.marines.mil/photos?igphoto=2001033373,False,Explicit heritage and DEI events
220329-M-LR229-0002.JPG,Honoring Women,https://www.marines.mil/photos?igphoto=2002965028,False,Other
140222-M-FD301-955.JPG,Color guard leads the way during black history parade,https://www.marines.mil/photos?igphoto=2000782564,False,Explicit heritage and DEI events
170518-A-DG858-007.JPG,Vietnamese Refugees,https://www.marines.mil/photos?igphoto=2002306407,False,Facts of history that relate to a specific ethnic group
201013-M-XG560-027.JPG,Honor in Heritage,https://www.marines.mil/photos?igphoto=2002517492,False,Other
220325-M-RM446-1013.JPG,Creating History,https://www.marines.mil/photos?igphoto=2002963697,False,Other
170223-M-RT293-002.JPG,"Honoring History, Achievements of African American Marines",https://www.marines.mil/photos?igphoto=2001704619,False,Mentions of personnel that highlight their ethnicity
150130-M-ZZ999-0001.JPG,Salute to History,https://www.marines.mil/photos?igphoto=2002575851,False,Other
230830-M-EF648-1296.JPG,Diversity,https://www.marines.mil/photos?igphoto=2003292638,False,Other
111013-M-SR181-029.JPG,Annual Hispanic Heritage Month,https://www.marines.mil/photos?igphoto=2003080430,False,Explicit heritage and DEI events
150206-M-XX000-011.JPG,"Marines celebrate “A Century of Black Life, History and Culture”",https://www.marines.mil/photos?igphoto=2001009156,False,Explicit heritage and DEI events
160514-M-QA203-021.JPG,Deadlift contenders raise the bar pound by pound,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2001538649,False,Other
150331-M-AS279-026.JPG,MCAS Iwakuni hosts Women’s Leadership Symposium,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2001033963,False,Other
140521-M-EP064-057.JPG,Asian American/Pacific Islander Heritage Month celebration,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2000797817,False,Explicit heritage and DEI events
150320-M-QA203-002.JPG,"Women’s History Month, highlighting female aviator’s dedication to the Corps",https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2001026631,False,Explicit heritage and DEI events
161210-M-NE059-0157.JPG,Aircraft Rescue and Firefighting Marines bring Christmas to orphans,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2001677740,False,Other
140321-M-AS279-050.JPG,Women’s Leadership Symposium inspires younger generation,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2000786927,False,Other
130522-M-XR064-112.JPG,"Station recognizes contributions of Asian Americans, Pacific Islanders",https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2000023079,False,Mentions of personnel that highlight their ethnicity
240309-M-BL115-2003.JPG,We can do it! - Female Marines gather to show support for each other,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2003412996,False,Everyday celebrations of heritage or ethnicity
131010-M-BZ918-043.JPG,Celebrating ancestors' success during Hispanic Heritage Month luncheon,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2000747859,False,Explicit heritage and DEI events
130222-M-XR064-001.JPG,The legend of Yasuke,https://www.mcasiwakuni.marines.mil/iwakuninews/photogallery?igphoto=2000019696,False,Other
120626-M-PH073-100.JPG,2nd Law Enforcement Battalion activated at Camp Lejeune,https://www.iimef.marines.mil/news/iimefimagery?igphoto=157658,False,Other
120629-M-PD728-001.JPG,Marine Air Ground Task Force Stands Up,https://www.iimef.marines.mil/news/iimefimagery?igphoto=157656,False,Other
200318-M-EM580-1017.JPG,Marines Honor Women's History Month,https://www.iimef.marines.mil/news/iimefimagery?igphoto=2002267540,False,Explicit heritage and DEI events
150730-M-LO802-002.JPG,Sexual Orientation becomes part of Equal Opportunity Program; Pride event held to raise awareness,https://www.iimef.marines.mil/news/iimefimagery?igphoto=2001266405,False,Explicit heritage and DEI events
100828-M-4277N-039.jpg,100828-M-4277N- 371.jpg,https://www.iimef.marines.mil/news/iimefimagery?igphoto=9280,False,Other
100828-M-4277N-037.jpg,100828-M-4277N- 037.jpg,https://www.iimef.marines.mil/news/iimefimagery?igphoto=9278,False,Other
220302-M-TP103-1812.JPG,22 MEU FET Live-Fire,https://www.iimef.marines.mil/news/iimefimagery?igphoto=2002958901,False,Other
171115-M-TR086-244.JPG,"Afghan, U.S. senior enlisted leaders gather for warfighter forum",https://www.iimef.marines.mil/news/iimefimagery?igphoto=2001848068,False,Other
130522-O-UZ252-002.JPG,"Clinic celebrates Asian, Pacific island cultures",https://www.quantico.marines.mil/news/photos?igphoto=2000022496,False,Everyday celebrations of heritage or ethnicity
230317-M-FO238-1125.JPG,Women’s History Month: Decades of Growth event hosted at the Clubs of Quantico,https://www.quantico.marines.mil/news/photos?igphoto=2003184580,False,Explicit heritage and DEI events
140208-M-NI439-017.JPG,20th Annual Gospel Sing raises voices,https://www.quantico.marines.mil/news/photos?igphoto=2000779228,False,Everyday celebrations of heritage or ethnicity
140224-M-ML009-038.JPG,Respecting slaves’ value at Mount Vernon,https://www.quantico.marines.mil/news/photos?igphoto=2000781759,False,Facts of history that relate to a specific ethnic group
130919-O-UZ252-002.JPG,Clinic celebrates Hispanic heritage,https://www.quantico.marines.mil/news/photos?igphoto=2000713887,False,Explicit heritage and DEI events
160219-O-ZZ999-028.JPG,Quantico celebrates Black History Month at prayer breakfast,https://www.quantico.marines.mil/news/photos?igphoto=2001346866,False,Explicit heritage and DEI events
161019-M-ZZ999-001.JPG,National Hispanic Heritage Month Luncheon,https://www.quantico.marines.mil/news/photos?igphoto=2001649611,False,Explicit heritage and DEI events
180207-M-ZZ999-001.JPG,Black History Month annual prayer breakfast,https://www.quantico.marines.mil/news/photos?igphoto=2001874679,False,Explicit heritage and DEI events
150223-M-RW124-003.JPG,"DSS holds Black History Month event, honors Montford Point Marines",https://www.quantico.marines.mil/news/photos?igphoto=2001018498,False,Explicit heritage and DEI events
121117-M-NI439-055.JPG,"A little run, just for fun",https://www.quantico.marines.mil/news/photos?igphoto=2000002313,False,Other
160204-O-ZZ999-001.JPG,Quantico Sentry Commemorates Black History Month,https://www.quantico.marines.mil/news/photos?igphoto=2001340227,False,Explicit heritage and DEI events
190225-M-ZZ999-001.JPG,Black History Month - 77 Years And Moving Forward,https://www.quantico.marines.mil/news/photos?igphoto=2002092724,False,Explicit heritage and DEI events
130305-O-UZ252-006.JPG,Marines get a laugh and a lesson out of ‘Sex Signals’,https://www.quantico.marines.mil/news/photos?igphoto=2000010604,False,Other
131118-M-NS123-010.JPG,"Step to the side, Thanksgiving",https://www.quantico.marines.mil/news/photos?igphoto=2000730235,False,Other
130327-O-UZ252-001.JPG,"Ignore statistics, follow passions, says Women’s History Month speaker",https://www.quantico.marines.mil/news/photos?igphoto=2000013100,False,Explicit heritage and DEI events
120711-M-ZB219-012.JPG,Engineer school offers internationals training opportunities,https://www.lejeune.marines.mil/photos?igphoto=158035,False,Other
160915-M-ZH288-351.JPG,Hispanic Heritage Month at Camp Lejeune,https://www.lejeune.marines.mil/photos?igphoto=2001639102,False,Explicit heritage and DEI events
230316-M-JE868-1160.JPG,2023 Women's History Month Panel,https://www.lejeune.marines.mil/photos?igphoto=2003185843,False,Explicit heritage and DEI events
141121-M-SR938-047.JPG,Cherry Point celebrates Native American Heritage month,https://www.cherrypoint.marines.mil/photos?igphoto=2000954381,False,Explicit heritage and DEI events
140925-M-BN069-003.JPG,Cherry Point Marine lives “future of success” during Heritage Month,https://www.cherrypoint.marines.mil/photos?igphoto=2000945859,False,Explicit heritage and DEI events
180622-M-LR229-0008.JPG,Assistant Commandant of the Marine Corps Gen. Glenn M. Walters,https://www.hqmc.marines.mil/Photos?igphoto=2001950414,False,Other
110224-M-6113B-004.jpg,native american heritage_lrg.jpg,https://www.hqmc.marines.mil/Photos?igphoto=202180,False,Explicit heritage and DEI events
110223-M-6113B-017.jpg,Asian_Pacific_American_Heritage_Month.jpg,https://www.hqmc.marines.mil/Photos?igphoto=202176,False,Explicit heritage and DEI events
230327-M-QU139-1925.JPG,U.S. Marines on MCAGCC are recognized for Women’s History Month,https://www.29palms.marines.mil/news/photos?igphoto=2003198023,False,Explicit heritage and DEI events
130517-M-SZ583-001.JPG,Asian-American Heritage Month,https://www.29palms.marines.mil/news/photos?igphoto=2000021969,False,Explicit heritage and DEI events
130222-M-SZ583-003.JPG,Black History Month,https://www.29palms.marines.mil/news/photos?igphoto=2000009726,False,Explicit heritage and DEI events
130310-M-XW818-113.JPG,Women’s History Month: Anisia rios,https://www.29palms.marines.mil/news/photos?igphoto=2000012138,False,Explicit heritage and DEI events
201023-M-DX405-0026.JPG,SMMC hosts Diversity and Inclusion Forum,https://www.smmc.marines.mil/Photos?igphoto=2002524185,False,Explicit heritage and DEI events
210212-M-DX405-0131.JPG,SMMC visits MCRD San Diego,https://www.smmc.marines.mil/Photos?igphoto=2002586298,False,Other
121103-M-LD192-179.JPG,National recognition of Native American Heritage Month,https://www.pendleton.marines.mil/Photos?igphoto=2000001272,False,Explicit heritage and DEI events
121103-M-LD192-092.JPG,Recognizing the first Americans during Native American Heritage month,https://www.pendleton.marines.mil/Photos?igphoto=2000000695,False,Explicit heritage and DEI events
110829-M-VQ614-267.JPG,Service members celebrate the 50th anniversary of the March on Washington,https://www.pendleton.marines.mil/Photos?igphoto=2000008697,False,Facts of history that relate to a specific ethnic group
240314-M-EA576-1002.JPG,Women in the Armed Forces: Making Great Achievements,https://www.pendleton.marines.mil/Photos?igphoto=2003416177,False,Everyday celebrations of heritage or ethnicity
160208-M-NN952-258.JPG,2016 Black History Month Celebration,https://www.pendleton.marines.mil/Photos?igphoto=2001341232,False,Explicit heritage and DEI events
160526-M-RY817-009.JPG,Camp Pendleton hosts Multi-Cultural Day,https://www.pendleton.marines.mil/Photos?igphoto=2001545646,False,Everyday celebrations of heritage or ethnicity
141006-M-RY817-002.JPG,Marine Corps Heroes: Pfc. Harold Gonsalves,https://www.pendleton.marines.mil/Photos?igphoto=2000947103,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
150518-M-AS123-001.JPG,Marine Corps Heroes: Lt. Kurt Chew-Een Lee,https://www.pendleton.marines.mil/Photos?igphoto=2001048198,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
141014-M-RY817-001.PNG,Marine Corps Heroes: Col. Jay R. Vargas (Retired),https://www.pendleton.marines.mil/Photos?igphoto=2000948224,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
090922-M-0000Y-000.jpg,meximarine.jpg,https://www.pendleton.marines.mil/Photos?igphoto=249646,False,Other
150225-M-VQ614-183.JPG,Black History Month Ceremony honors an era of change,https://www.pendleton.marines.mil/Photos?igphoto=2001018657,False,Explicit heritage and DEI events
240524-M-QM580-1267.JPG,Papua New Guinea Defense Force completes Gender Focal Point training with U.S. DoD support,https://www.marforpac.marines.mil/photos?igphoto=2003476752,False,Other
110225-M-OU013-003.JPG,"CAMP H.M. SMITH, Hawaii",https://www.marforpac.marines.mil/photos?igphoto=2206,False,Other
160524-M-WK690-003.JPG,LANPAC 2016,https://www.marforpac.marines.mil/photos?igphoto=2001547172,False,Other
220207-M-AC456-001.JPG,SgtMaj A.C. Gay,https://www.1stmardiv.marines.mil/photos?igphoto=2002934735,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
160412-M-VZ995-001.JPG,"Mabus sets standards, expectations at town hall",https://www.1stmardiv.marines.mil/photos?igphoto=2001514451,False,Other
130916-M-WU868-001.JPG,“Warriors of Virtue” celebrates Hispanic-Heritage Month,https://www.1stmardiv.marines.mil/photos?igphoto=2000711629,False,Explicit heritage and DEI events
150310-M-PK171-481.JPG,Multinational and Joint Exercise Interaction,https://www.marforeur.marines.mil/photos?igphoto=2001024060,False,Other
150306-M-PK171-241.JPG,Working Together at Eastern Accord 2015,https://www.marforeur.marines.mil/photos?igphoto=2001024061,False,Other
150310-M-PK171-482.JPG,Multinational cooperation during Exercise Eastern Accord 2015,https://www.marforeur.marines.mil/photos?igphoto=2001024341,False,Other
141202-M-MS007-015.JPG,III MEF recognizes importance of military diversity,https://www.iiimef.marines.mil/content/photos?igphoto=2000957344,False,Explicit heritage and DEI events
200710-M-YY851-1056.JPG,From Columbia to the Corps: Lance Cpl. Juan Carpanzano shares his journey to becoming a United States Marine,https://www.iiimef.marines.mil/content/photos?igphoto=2002512873,False,"4. Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned."
160315-M-UT901-006.JPG,Discussing Women's History Month,https://www.iiimef.marines.mil/content/photos?igphoto=2001506465,False,Explicit heritage and DEI events
210526-M-JL820-1001.JPG,Asian American Pacific Islander Heritage Month,https://www.iiimef.marines.mil/content/photos?igphoto=2002730885,False,Explicit heritage and DEI events
120626-M-MP050-211.JPG,Slow and Steady | 3rd MLG Marines participate in a Forklift Operators Course,https://www.mcicom.marines.mil/photos?igphoto=2003048600,False,Other
230120-M-NG586-1001.JPG,Black History Month Graphic,https://www.mcipac.marines.mil/photos?igphoto=2003154075,False,Explicit heritage and DEI events
230222-M-OY081-1004.JPG,FACES of MCIPAC - African American U.S. Marines share their stories,https://www.mcipac.marines.mil/photos?igphoto=2003168825,False,Mentions of personnel that highlight their ethnicity
210501-M-ZM399-1001.JPG,Faces of MCIPAC: Asian American and Pacific Islander Heritage Month,https://www.mcipac.marines.mil/photos?igphoto=2002640559,False,Explicit heritage and DEI events
220916-M-DJ385-1029.JPG,USO Camp Foster Hosts a Mexican Independence Day Celebration during Hispanic Heritage Month,https://www.mcipac.marines.mil/photos?igphoto=2003084839,False,Explicit heritage and DEI events
220827-M-DJ385-1004.JPG,Faces of MCIPAC: Hispanic Heritage Month – Cpl. Delgado,https://www.mcipac.marines.mil/photos?igphoto=2003083668,False,Explicit heritage and DEI events
210518-M-AF005-1027.JPG,Faces of MCIPAC: Pacific Islander Heritage Month - Cpl. Michael Auvaa,https://www.mcipac.marines.mil/photos?igphoto=2002674506,False,Explicit heritage and DEI events
191113-M-TX547-0022.JPG,Okinawa Marine reflects on his Native American heritage,https://www.mcipac.marines.mil/photos?igphoto=2002210651,False,Mentions of personnel that highlight their ethnicity
110219-M-0000F-002.jpg,20110219-M-GR773-054 a.jpg,https://www.tecom.marines.mil/photos?igphoto=241957,False,Other
230608-M-JK941-1152.JPG,Brazilian Marine Corps Observes Gender Integration at MCRD Parris Island,https://www.marforsouth.marines.mil/photos?igphoto=2003245893,False,Other
230901-M-KF902-0001.PNG,2023 NATIONAL HISPANIC HERITAGE MONTH,https://www.marforsouth.marines.mil/photos?igphoto=2003293256,False,Explicit heritage and DEI events
220914-M-KF902-001.PNG,National Hispanic Heritage Month,https://www.marforsouth.marines.mil/photos?igphoto=2003076729,False,Explicit heritage and DEI events
130222-M-RR352-002.JPG,Miramar pauses to acknowledge selfless service of Tuskegee Airmen,https://www.3rdmaw.marines.mil/news/photos?igphoto=2000008700,False,Mentions of personnel that highlight their ethnicity
130522-M-XW721-001.JPG,Sergeant major embraces past to recognize Asian American Pacific Islander Heritage Month,https://www.3rdmaw.marines.mil/news/photos?igphoto=2000023712,False,Explicit heritage and DEI events
130909-M-MC123-505.JPG,Marines honor women's history for morning colors,https://www.3rdmaw.marines.mil/news/photos?igphoto=2000710292,False,Explicit heritage and DEI events
130301-M-YG675-006.JPG,CMC honors 3rd MAW Sgt. for coordinating first NCO-led morning colors ceremony,https://www.3rdmaw.marines.mil/news/photos?igphoto=2000009535,False,Other
200109-M-ZZ999-1001.JPG,Sergeant Major Adrian C. Gay,https://www.3rdmaw.marines.mil/news/photos?igphoto=2002232300,False,"Military personnel that belong to a specific ethnic group, even if that isn't explicitly mentioned"
151007-M-RH401-001.JPG,From the rush of LA to quiet Eastern North Carolina Hernandez never forgets what home means,https://www.2ndmaw.marines.mil/photos?igphoto=2001298067,False,Everyday celebrations of heritage or ethnicity
230313-M-IF130-1001.JPG,Women's History Month: Milestones for Women in Marine Corps Aviation,https://www.2ndmaw.marines.mil/photos?igphoto=2003182584,False,Explicit heritage and DEI events
180330-M-YG378-103.JPG,Women's History Month Celebration,https://www.1stmlg.marines.mil/news/photos?igphoto=2001897516,False,Explicit heritage and DEI events
150401-M-XX999-095.JPG,Women’s leadership symposium discusses gender equality in the Corps,https://www.imef.marines.mil/photos?igphoto=2001033729,False,Other
160412-M-DQ243-053.JPG,Secretary of the Navy Visits Camp Pendleton,https://www.imef.marines.mil/photos?igphoto=2001514437,False,Other
100322-M-0000W-004.jpg,100322-M-7097L- 057.jpg,https://www.2ndmlg.marines.mil/photos?igphoto=164607,False,Other
100322-M-0000W-006.jpg,100322-M-7097L- 041.jpg,https://www.2ndmlg.marines.mil/photos?igphoto=164609,False,Other
131011-M-IU187-047.JPG,"2nd Med. Bn. holds ceremony for Navy birthday, Hispanic Heritage Month",https://www.2ndmlg.marines.mil/photos?igphoto=2000715499,False,Explicit heritage and DEI events
100322-M-0000W-005.jpg,100322-M-7097L- 050.jpg,https://www.2ndmlg.marines.mil/photos?igphoto=164608,False,Other
140930-M-RR352-010.JPG,USS Comstock celebrates Hispanic Heritage Month,https://www.11thmeu.marines.mil/photos?igphoto=2000946660,False,Explicit heritage and DEI events
210304-M-AW923-923.JPG,National Women's History Month: Through the Marine Corps,https://www.mcrc.marines.mil/home/photos?igphoto=2002597376,False,Explicit heritage and DEI events
200923-M-WK015-444.JPG,Hispanic Heritage Month: Staff Sgt. Salvador Pasillas,https://www.mcrc.marines.mil/home/photos?igphoto=2002850626,False,Explicit heritage and DEI events
210304-M-YI614-1001.JPG,Marine Corps Recruiting Command Celebrates Women's History Month,https://www.mcrc.marines.mil/home/photos?igphoto=2002952168,False,Explicit heritage and DEI events
130508-M-XX999-042.JPG,"First Lt. David Pham, executive officer, Company C, 1st Battalion, 8th Marines, and a native of Savannah, Ga., will be featured in Marine Corps Recruiting Command’s Asian-Pacific American Heritage Month advertising campaign, ‘A Warriors’ Education,’ scheduled to be released on May 8. Pham, an infantry officer and decorated combat veteran, is one of two 2nd Marine Division officers to be featured in the campaign.",https://www.mcrc.marines.mil/home/photos?igphoto=2000019603,False,Explicit heritage and DEI events
130430-M-PE262-003.JPG,"First Lt. Oliver David, public affairs officer, 2nd Marine Division, and a native of Long Beach, Calif., is one of two Marine officers whose unique story will be shared when Marine Corps Recruiting Command releases its newest advertising campaign, ‘A Warriors’ Education,’ May 8. The campaign will draw attention to the contributions made by Asian-American Marines, past and present, during Asian-Pacific American Heritage Month.",https://www.mcrc.marines.mil/home/photos?igphoto=2000019602,False,Explicit heritage and DEI events
210208-M-AW923-454.JPG,Giving Life Everything He Has: U.S. Marine Corps Major Emmanuel tells his story,https://www.mcrc.marines.mil/home/photos?igphoto=2002588125,False,Other
210908-M-RM446-1042.JPG,Marine goes from learning to drive to coaching Marines to shoot,https://www.mcrc.marines.mil/home/photos?igphoto=2002868845,False,Other
